0001_tuebadz.conllup	T990507.2
3652_tuebadz.conllup	T891215.88
3653_tuebadz.conllup	T891216.65
3655_tuebadz.conllup	T891216.109
3656_tuebadz.conllup	T891218.101
3657_tuebadz.conllup	T891218.111
3658_tuebadz.conllup	T891218.119
3659_tuebadz.conllup	T891219.79
3660_tuebadz.conllup	T891219.122
3661_tuebadz.conllup	T891219.128
3662_tuebadz.conllup	T891219.262
3663_tuebadz.conllup	T891220.92
3664_tuebadz.conllup	T891220.115
3666_tuebadz.conllup	T891221.72
3667_tuebadz.conllup	T891221.105
3669_tuebadz.conllup	T891222.125
3670_tuebadz.conllup	T891223.4
3672_tuebadz.conllup	T891223.66
3673_tuebadz.conllup	T891223.127
3674_tuebadz.conllup	T891223.136
3675_tuebadz.conllup	T891223.165
3676_tuebadz.conllup	T891223.180
3678_tuebadz.conllup	T980602.24
3679_tuebadz.conllup	T980602.90
3680_tuebadz.conllup	T980602.116
3681_tuebadz.conllup	T980602.145
3682_tuebadz.conllup	T980602.167
3685_tuebadz.conllup	T980602.222
3686_tuebadz.conllup	T980603.100
3688_tuebadz.conllup	T980603.133
3689_tuebadz.conllup	T980603.209
3690_tuebadz.conllup	T980604.21
3691_tuebadz.conllup	T980604.74
3692_tuebadz.conllup	T980604.155
3693_tuebadz.conllup	T980604.208
3695_tuebadz.conllup	T980604.259
3696_tuebadz.conllup	T980604.292
3697_tuebadz.conllup	T980604.305
3698_tuebadz.conllup	T980605.106
3699_tuebadz.conllup	T980605.142
3700_tuebadz.conllup	T980605.157
3701_tuebadz.conllup	T980605.174
3702_tuebadz.conllup	T980605.187
3703_tuebadz.conllup	T980605.204
3704_tuebadz.conllup	T980605.231
3705_tuebadz.conllup	T980605.383
3706_tuebadz.conllup	T980606.31
3707_tuebadz.conllup	T980606.131
3709_tuebadz.conllup	T980606.230
3710_tuebadz.conllup	T980606.248
3711_tuebadz.conllup	T980606.278
3713_tuebadz.conllup	T980606.325
3716_tuebadz.conllup	T980608.198
3717_tuebadz.conllup	T980608.243
3718_tuebadz.conllup	T980609.28
3719_tuebadz.conllup	T980609.54
3720_tuebadz.conllup	T980609.84
3721_tuebadz.conllup	T980609.139
3722_tuebadz.conllup	T980609.159
3723_tuebadz.conllup	T980609.261
3725_tuebadz.conllup	T980610.87
3726_tuebadz.conllup	T980610.103
3727_tuebadz.conllup	T980610.145
3728_tuebadz.conllup	T980610.203
3729_tuebadz.conllup	T980610.447
3730_tuebadz.conllup	T980610.460
3731_tuebadz.conllup	T980611.106
3732_tuebadz.conllup	T980611.120
3733_tuebadz.conllup	T980611.135
3734_tuebadz.conllup	T980611.159
3735_tuebadz.conllup	T980611.188
3736_tuebadz.conllup	T980611.199
3737_tuebadz.conllup	T980611.293
3738_tuebadz.conllup	T980612.25
3740_tuebadz.conllup	T980612.104
3741_tuebadz.conllup	T980612.122
3742_tuebadz.conllup	T980612.153
3743_tuebadz.conllup	T980612.178
3745_tuebadz.conllup	T980612.222
3747_tuebadz.conllup	T980612.409
3748_tuebadz.conllup	T980612.412
3751_tuebadz.conllup	T980612.422
3752_tuebadz.conllup	T980612.425
3753_tuebadz.conllup	T980612.428
3754_tuebadz.conllup	T980612.430
3756_tuebadz.conllup	T980613.56
3757_tuebadz.conllup	T980613.129
3758_tuebadz.conllup	T980613.156
3759_tuebadz.conllup	T980613.236
3760_tuebadz.conllup	T980613.244
3761_tuebadz.conllup	T980613.254
3762_tuebadz.conllup	T980613.257
3763_tuebadz.conllup	T980613.326
3764_tuebadz.conllup	T980615.2
3765_tuebadz.conllup	T980615.77
3766_tuebadz.conllup	T980615.115
3767_tuebadz.conllup	T980615.145
3768_tuebadz.conllup	T980615.174
3769_tuebadz.conllup	T980615.201
3770_tuebadz.conllup	T980615.257
3772_tuebadz.conllup	T980616.138
3773_tuebadz.conllup	T980616.167
3774_tuebadz.conllup	T980616.179
3775_tuebadz.conllup	T980616.187
3776_tuebadz.conllup	T980616.228
3777_tuebadz.conllup	T980617.14
3778_tuebadz.conllup	T980617.95
3779_tuebadz.conllup	T980617.197
3780_tuebadz.conllup	T980617.213
3781_tuebadz.conllup	T980618.155
3782_tuebadz.conllup	T980618.177
3783_tuebadz.conllup	T980618.182
3785_tuebadz.conllup	T980618.242
3788_tuebadz.conllup	T980619.163
3789_tuebadz.conllup	T980619.208
3790_tuebadz.conllup	T980619.237
3791_tuebadz.conllup	T980619.246
3792_tuebadz.conllup	T980620.2
3793_tuebadz.conllup	T980620.26
3794_tuebadz.conllup	T980620.96
3795_tuebadz.conllup	T980620.163
3796_tuebadz.conllup	T980620.202
3798_tuebadz.conllup	T980620.308
3799_tuebadz.conllup	T980620.323
3800_tuebadz.conllup	T980622.116
3801_tuebadz.conllup	T980622.172
3802_tuebadz.conllup	T980622.192
3804_tuebadz.conllup	T980623.21
3805_tuebadz.conllup	T980623.73
3808_tuebadz.conllup	T980623.191
3809_tuebadz.conllup	T980623.226
3810_tuebadz.conllup	T980624.63
3811_tuebadz.conllup	T980624.157
3814_tuebadz.conllup	T980625.62
3815_tuebadz.conllup	T980625.163
3816_tuebadz.conllup	T980625.197
